,formula,structure,young_modulus,bulk_modulus,shear_modulus,hardness
238,Ti2 V1 Mo1 C4,"Full Formula (Ti2 V1 Mo1 C4)
Reduced Formula: Ti2VMoC4
abc   :   4.300307   4.300307   4.292527
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5   0
  1  C      0.5  0     0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Mo    -0    0    -0
  5  Ti    -0    0.5   0.5
  6  Ti     0.5  0     0.5
  7  V      0.5  0.5   0",489.169,301.675,198.89,23.925
239,Ti2 Mo1 W1 C4,"Full Formula (Ti2 Mo1 W1 C4)
Reduced Formula: Ti2MoWC4
abc   :   4.356631   4.356631   4.320799
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5  -0     0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Mo    -0    -0    -0
  5  Ti    -0     0.5   0.5
  6  Ti     0.5  -0     0.5
  7  W      0.5   0.5  -0",510.945,322.075,206.761,23.7
240,Zr1 Ti2 Mo1 C4,"Full Formula (Zr1 Ti2 Mo1 C4)
Reduced Formula: ZrTi2MoC4
abc   :   4.435542   4.435542   4.437550
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  C     0    0.5  0
  1  C     0.5  0    0
  2  C     0    0    0.5
  3  C     0.5  0.5  0.5
  4  Mo    0    0    0
  5  Ti    0    0.5  0.5
  6  Ti    0.5  0    0.5
  7  Zr    0.5  0.5  0",454.141,268.848,186.358,24.483
241,Ti1 V2 Mo1 C4,"Full Formula (Ti1 V2 Mo1 C4)
Reduced Formula: TiV2MoC4
abc   :   4.262194   4.257849   4.257849
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b    c
---  ----  ----  ----  ---
  0  C     -0     0.5  0
  1  C      0.5  -0    0
  2  C     -0     0    0.5
  3  C      0.5   0.5  0.5
  4  Mo     0     0    0
  5  Ti     0     0.5  0.5
  6  V      0.5   0    0.5
  7  V      0.5   0.5  0",508.42,311.241,207.054,24.855
242,Ti1 Mo1 W2 C4,"Full Formula (Ti1 Mo1 W2 C4)
Reduced Formula: TiMo(WC2)2
abc   :   4.356236   4.359998   4.359998
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0     0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Mo    -0     0    -0
  5  Ti    -0     0.5   0.5
  6  W      0.5  -0     0.5
  7  W      0.5   0.5  -0",506.822,350.845,201.241,20.048
243,Zr2 Ti1 Mo1 C4,"Full Formula (Zr2 Ti1 Mo1 C4)
Reduced Formula: Zr2TiMoC4
abc   :   4.512154   4.537104   4.537104
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b    c
---  ----  ----  ----  ---
  0  C     -0     0.5  0
  1  C      0.5   0    0
  2  C     -0     0    0.5
  3  C      0.5   0.5  0.5
  4  Mo    -0     0    0
  5  Ti    -0     0.5  0.5
  6  Zr     0.5  -0    0.5
  7  Zr     0.5   0.5  0",436.297,253.957,179.743,24.572
244,V3 Mo1 C4,"Full Formula (V3 Mo1 C4)
Reduced Formula: V3MoC4
abc   :   4.220936   4.220936   4.220936
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5   0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Mo    -0    -0    -0
  5  V      0     0.5   0.5
  6  V      0.5   0     0.5
  7  V      0.5   0.5   0",467.027,325.321,185.22,18.77
245,V2 Mo1 W1 C4,"Full Formula (V2 Mo1 W1 C4)
Reduced Formula: V2MoWC4
abc   :   4.285494   4.285494   4.268745
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0    -0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Mo     0    -0     0
  5  V      0     0.5   0.5
  6  V      0.5   0     0.5
  7  W      0.5   0.5  -0",533.674,343.504,215.007,23.521
246,Zr1 Nb1 Cr2 C4,"Full Formula (Zr1 Nb1 Cr2 C4)
Reduced Formula: ZrNb(CrC2)2
abc   :   4.335521   4.386039   4.386039
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5   0     0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Cr    -0     0    -0
  5  Cr    -0     0.5   0.5
  6  Nb     0.5  -0     0.5
  7  Zr     0.5   0.5   0",404.775,265.488,162.444,18.934
247,Zr1 V2 Mo1 C4,"Full Formula (Zr1 V2 Mo1 C4)
Reduced Formula: ZrV2MoC4
abc   :   4.366884   4.366884   4.357838
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b     c
---  ----  ---  ----  ----
  0  C     0     0.5   0
  1  C     0.5  -0     0
  2  C     0    -0     0.5
  3  C     0.5   0.5   0.5
  4  Mo    0    -0     0
  5  V     0     0.5   0.5
  6  V     0.5  -0     0.5
  7  Zr    0.5   0.5  -0",454.796,284.338,184.364,22.265
248,V1 Mo1 W2 C4,"Full Formula (V1 Mo1 W2 C4)
Reduced Formula: VMo(WC2)2
abc   :   4.331244   4.331747   4.331747
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5  -0    -0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Mo     0     0    -0
  5  V     -0     0.5   0.5
  6  W      0.5  -0     0.5
  7  W      0.5   0.5   0",461.774,359.026,179.59,15.386
249,Zr2 V1 Mo1 C4,"Full Formula (Zr2 V1 Mo1 C4)
Reduced Formula: Zr2VMoC4
abc   :   4.465303   4.510996   4.510996
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  C     0    0.5  0
  1  C     0.5  0    0
  2  C     0    0    0.5
  3  C     0.5  0.5  0.5
  4  Mo    0    0    0
  5  V     0    0.5  0.5
  6  Zr    0.5  0    0.5
  7  Zr    0.5  0.5  0",409.987,258.171,165.943,20.521
250,Mo1 W3 C4,"Full Formula (Mo1 W3 C4)
Reduced Formula: MoW3C4
abc   :   4.376874   4.376874   4.376874
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5   0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Mo     0    -0    -0
  5  W     -0     0.5   0.5
  6  W      0.5  -0     0.5
  7  W      0.5   0.5  -0",444.59,373.166,170.808,13.101
251,Zr1 Mo1 W2 C4,"Full Formula (Zr1 Mo1 W2 C4)
Reduced Formula: ZrMo(WC2)2
abc   :   4.443072   4.443072   4.441235
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b     c
---  ----  ---  ----  ----
  0  C     0     0.5  -0
  1  C     0.5  -0    -0
  2  C     0    -0     0.5
  3  C     0.5   0.5   0.5
  4  Mo    0    -0    -0
  5  W     0     0.5   0.5
  6  W     0.5  -0     0.5
  7  Zr    0.5   0.5   0",483.886,327.125,193.019,20.248
252,Zr2 Mo1 W1 C4,"Full Formula (Zr2 Mo1 W1 C4)
Reduced Formula: Zr2MoWC4
abc   :   4.487891   4.537197   4.537197
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5  -0
  1  C      0.5  0    -0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Mo    -0    0    -0
  5  W     -0    0.5   0.5
  6  Zr     0.5  0     0.5
  7  Zr     0.5  0.5  -0",458.708,284.638,186.253,22.688
253,Zr3 Mo1 C4,"Full Formula (Zr3 Mo1 C4)
Reduced Formula: Zr3MoC4
abc   :   4.613417   4.613417   4.613417
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5   0     0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Mo     0     0     0
  5  Zr    -0     0.5   0.5
  6  Zr     0.5  -0     0.5
  7  Zr     0.5   0.5  -0",421.44,245.064,173.663,24.063
255,Ta1 Nb3 C4,"Full Formula (Ta1 Nb3 C4)
Reduced Formula: TaNb3C4
abc   :   4.480451   4.480451   4.480451
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0    -0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Nb     0    -0    -0
  5  Nb     0     0.5   0.5
  6  Nb     0.5   0     0.5
  7  Ta     0.5   0.5  -0",415.552,310.557,162.708,15.321
256,Ti1 Nb3 C4,"Full Formula (Ti1 Nb3 C4)
Reduced Formula: TiNb3C4
abc   :   4.448698   4.448698   4.448698
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5  -0    -0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Nb     0    -0     0
  5  Nb    -0     0.5   0.5
  6  Nb     0.5   0     0.5
  7  Ti     0.5   0.5   0",529.459,293.908,220.652,30.284
258,Nb3 V1 C4,"Full Formula (Nb3 V1 C4)
Reduced Formula: Nb3VC4
abc   :   4.418255   4.418255   4.418255
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5   0    -0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Nb     0    -0     0
  5  Nb     0     0.5   0.5
  6  Nb     0.5   0     0.5
  7  V      0.5   0.5  -0",483.82,298.502,196.697,23.736
259,Nb3 W1 C4,"Full Formula (Nb3 W1 C4)
Reduced Formula: Nb3WC4
abc   :   4.450505   4.450505   4.450505
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5   0    -0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Nb    -0     0     0
  5  Nb    -0     0.5   0.5
  6  Nb     0.5  -0     0.5
  7  W      0.5   0.5   0",539.295,320.554,221.095,27.187
260,Zr1 Nb3 C4,"Full Formula (Zr1 Nb3 C4)
Reduced Formula: ZrNb3C4
abc   :   4.533525   4.533525   4.533525
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b     c
---  ----  ---  ----  ----
  0  C     0     0.5  -0
  1  C     0.5  -0    -0
  2  C     0    -0     0.5
  3  C     0.5   0.5   0.5
  4  Nb    0    -0    -0
  5  Nb    0     0.5   0.5
  6  Nb    0.5  -0     0.5
  7  Zr    0.5   0.5   0",509.075,280.631,212.529,29.897
267,Ta2 Nb2 C4,"Full Formula (Ta2 Nb2 C4)
Reduced Formula: TaNbC2
abc   :   4.480133   4.477636   4.477636
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5  -0    -0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Nb    -0    -0    -0
  5  Nb     0     0.5   0.5
  6  Ta     0.5   0     0.5
  7  Ta     0.5   0.5   0",407.982,318.909,158.528,13.972
269,Ta1 Ti1 Nb2 C4,"Full Formula (Ta1 Ti1 Nb2 C4)
Reduced Formula: TaTi(NbC2)2
abc   :   4.446998   4.446794   4.446794
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5   0    -0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Nb     0     0     0
  5  Nb     0     0.5   0.5
  6  Ta     0.5   0     0.5
  7  Ti     0.5   0.5   0",542.542,303.283,225.711,30.386
270,Ta1 Nb2 V1 C4,"Full Formula (Ta1 Nb2 V1 C4)
Reduced Formula: TaNb2VC4
abc   :   4.417218   4.418131   4.418131
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5   0     0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Nb     0     0    -0
  5  Nb     0     0.5   0.5
  6  Ta     0.5  -0     0.5
  7  V      0.5   0.5   0",467.577,307.8,187.508,20.726
271,Ta1 Nb2 W1 C4,"Full Formula (Ta1 Nb2 W1 C4)
Reduced Formula: TaNb2WC4
abc   :   4.447724   4.450567   4.450567
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0     0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Nb    -0    -0     0
  5  Nb    -0     0.5   0.5
  6  Ta     0.5   0     0.5
  7  W      0.5   0.5   0",548.38,330.995,224.035,26.759
272,Zr1 Ta1 Nb2 C4,"Full Formula (Zr1 Ta1 Nb2 C4)
Reduced Formula: ZrTa(NbC2)2
abc   :   4.529948   4.529796   4.529796
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5   0
  1  C      0.5  0     0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Nb     0    0     0
  5  Nb     0    0.5   0.5
  6  Ta     0.5  0     0.5
  7  Zr     0.5  0.5  -0",522.441,288.744,217.967,30.26
273,Ti2 Nb2 C4,"Full Formula (Ti2 Nb2 C4)
Reduced Formula: TiNbC2
abc   :   4.402889   4.419989   4.419989
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5  -0    -0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Nb    -0     0     0
  5  Nb     0     0.5   0.5
  6  Ti     0.5   0     0.5
  7  Ti     0.5   0.5   0",468.73,286.025,191.027,23.699
274,Ti1 Nb2 V1 C4,"Full Formula (Ti1 Nb2 V1 C4)
Reduced Formula: TiNb2VC4
abc   :   4.369518   4.382828   4.382828
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5  -0     0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Nb    -0    -0    -0
  5  Nb     0     0.5   0.5
  6  Ti     0.5   0     0.5
  7  V      0.5   0.5  -0",523.684,292.606,217.891,29.728
275,Ti1 Nb2 W1 C4,"Full Formula (Ti1 Nb2 W1 C4)
Reduced Formula: TiNb2WC4
abc   :   4.423210   4.411560   4.411560
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5  -0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Nb    -0    -0    -0
  5  Nb    -0     0.5   0.5
  6  Ti     0.5  -0     0.5
  7  W      0.5   0.5   0",463.549,310.772,185.212,19.961
276,Zr1 Ti1 Nb2 C4,"Full Formula (Zr1 Ti1 Nb2 C4)
Reduced Formula: ZrTi(NbC2)2
abc   :   4.501567   4.508086   4.508086
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0     0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Nb    -0    -0     0
  5  Nb     0     0.5   0.5
  6  Ti     0.5   0     0.5
  7  Zr     0.5   0.5  -0",453.686,270.782,185.822,24.117
277,Nb2 V2 C4,"Full Formula (Nb2 V2 C4)
Reduced Formula: NbVC2
abc   :   4.328107   4.350642   4.350642
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0     0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Nb    -0     0    -0
  5  Nb     0     0.5   0.5
  6  V      0.5  -0     0.5
  7  V      0.5   0.5  -0",501.12,300.696,205.0,25.496
278,Nb2 V1 W1 C4,"Full Formula (Nb2 V1 W1 C4)
Reduced Formula: Nb2VWC4
abc   :   4.384811   4.385546   4.385546
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5   0     0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Nb     0    -0    -0
  5  Nb    -0     0.5   0.5
  6  V      0.5   0     0.5
  7  W      0.5   0.5  -0",511.415,316.529,207.771,24.479
280,Zr1 Nb2 V1 C4,"Full Formula (Zr1 Nb2 V1 C4)
Reduced Formula: ZrNb2VC4
abc   :   4.478009   4.470592   4.470592
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5  -0    -0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Nb    -0    -0     0
  5  Nb    -0     0.5   0.5
  6  V      0.5  -0     0.5
  7  Zr     0.5   0.5   0",483.851,278.0,199.951,26.894
281,Nb2 W2 C4,"Full Formula (Nb2 W2 C4)
Reduced Formula: NbWC2
abc   :   4.418811   4.425238   4.425238
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5  -0    -0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Nb     0    -0     0
  5  Nb    -0     0.5   0.5
  6  W      0.5   0     0.5
  7  W      0.5   0.5   0",505.655,340.064,201.911,21.041
282,Zr1 Nb2 W1 C4,"Full Formula (Zr1 Nb2 W1 C4)
Reduced Formula: ZrNb2WC4
abc   :   4.512728   4.493542   4.493542
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5   0    -0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Nb    -0    -0    -0
  5  Nb     0     0.5   0.5
  6  W      0.5  -0     0.5
  7  Zr     0.5   0.5   0",477.008,293.815,193.998,23.583
283,Zr2 Nb2 C4,"Full Formula (Zr2 Nb2 C4)
Reduced Formula: ZrNbC2
abc   :   4.575277   4.596644   4.596644
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5   0    -0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Nb     0    -0    -0
  5  Nb    -0     0.5   0.5
  6  Zr     0.5   0     0.5
  7  Zr     0.5   0.5   0",446.926,261.126,183.959,24.796
296,Ta3 Nb1 C4,"Full Formula (Ta3 Nb1 C4)
Reduced Formula: Ta3NbC4
abc   :   4.476708   4.476708   4.476708
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b    c
---  ----  ---  ----  ---
  0  C     0     0.5  0
  1  C     0.5   0    0
  2  C     0    -0    0.5
  3  C     0.5   0.5  0.5
  4  Nb    0     0    0
  5  Ta    0     0.5  0.5
  6  Ta    0.5   0    0.5
  7  Ta    0.5   0.5  0",407.609,329.163,157.547,13.181
297,Ta2 Ti1 Nb1 C4,"Full Formula (Ta2 Ti1 Nb1 C4)
Reduced Formula: Ta2TiNbC4
abc   :   4.444931   4.444931   4.445952
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5   0    -0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Nb    -0    -0     0
  5  Ta     0     0.5   0.5
  6  Ta     0.5   0     0.5
  7  Ti     0.5   0.5   0",554.67,313.442,230.141,30.238
298,Ta2 Nb1 V1 C4,"Full Formula (Ta2 Nb1 V1 C4)
Reduced Formula: Ta2NbVC4
abc   :   4.416507   4.416507   4.419515
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5   0     0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Nb    -0     0    -0
  5  Ta    -0     0.5   0.5
  6  Ta     0.5  -0     0.5
  7  V      0.5   0.5  -0",460.694,317.478,183.084,18.949
299,Ta2 Nb1 W1 C4,"Full Formula (Ta2 Nb1 W1 C4)
Reduced Formula: Ta2NbWC4
abc   :   4.447740   4.447740   4.451385
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5  -0
  1  C      0.5  0    -0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Nb    -0    0    -0
  5  Ta    -0    0.5   0.5
  6  Ta     0.5  0     0.5
  7  W      0.5  0.5   0",555.75,339.122,226.491,26.486
300,Zr1 Ta2 Nb1 C4,"Full Formula (Zr1 Ta2 Nb1 C4)
Reduced Formula: ZrTa2NbC4
abc   :   4.526050   4.526050   4.526586
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Nb    -0    -0     0
  5  Ta     0     0.5   0.5
  6  Ta     0.5  -0     0.5
  7  Zr     0.5   0.5  -0",532.966,298.412,221.638,29.955
